joint_0,joint_1,joint_2,joint_3,joint_4,joint_5
-0.651637077331543,-2.2645422420897425,-3.311197344456808,-0.4086921972087403,1.9227910041809082,1.7499032020568848
-0.6515893936157227,-2.2645422420897425,-3.3111735025988978,-0.40865595758471684,1.9227795600891113,1.7499165534973145
-0.6516256332397461,-2.264506002465719,-3.3111613432513636,-0.4086683553508301,1.9227795600891113,1.7499165534973145
-0.6516618728637695,-2.2645536861815394,-3.3111375013934534,-0.40870411813769536,1.922767162322998,1.7499279975891113
-0.6516847610473633,-2.2645660839476527,-3.3111255804644983,-0.40870411813769536,1.9227910041809082,1.7499279975891113
-0.6516618728637695,-2.2646261654295863,-3.3111375013934534,-0.40876372278247075,1.9227910041809082,1.7499518394470215
-0.6517210006713867,-2.264589925805563,-3.311150137578146,-0.4087398809245606,1.922767162322998,1.7499279975891113
-0.6516733169555664,-2.264637609521383,-3.311185423527853,-0.40871556222949224,1.922743320465088,1.7499279975891113
-0.6516733169555664,-2.2645660839476527,-3.311197344456808,-0.4086921972087403,1.922743320465088,1.7499279975891113
-0.6516256332397461,-2.264601846734518,-3.3111735025988978,-0.4086683553508301,1.922767162322998,1.7499279975891113
-0.6516141891479492,-2.2645660839476527,-3.311221424733297,-0.40864451349291997,1.922767162322998,1.7499279975891113
-0.6515302658081055,-2.264517923394674,-3.311221424733297,-0.4086321157268067,1.922767162322998,1.7499394416809082
-0.6515188217163086,-2.264458318749899,-3.3112452665912073,-0.4086201947978516,1.9227547645568848,1.7499165534973145
-0.6515541076660156,-2.264494558373922,-3.3112452665912073,-0.40864451349291997,1.9227547645568848,1.7499394416809082
-0.6515779495239258,-2.264458318749899,-3.3112452665912073,-0.4086683553508301,1.9227547645568848,1.7499165534973145
-0.6515893936157227,-2.264470239678854,-3.3112452665912073,-0.4086683553508301,1.9227795600891113,1.7499394416809082
-0.6515665054321289,-2.264470239678854,-3.311221186314718,-0.4086683553508301,1.922767162322998,1.7499394416809082
-0.6516017913818359,-2.2645184002318324,-3.311197344456808,-0.408679799442627,1.9227795600891113,1.7499518394470215
-0.651637077331543,-2.264506002465719,-3.311185423527853,-0.4086683553508301,1.9227910041809082,1.7499394416809082
-0.6515893936157227,-2.264494558373922,-3.3111735025988978,-0.40865595758471684,1.9227795600891113,1.7499032020568848
-0.6516256332397461,-2.264470239678854,-3.311221424733297,-0.4086321157268067,1.9227910041809082,1.7499032020568848
-0.6516618728637695,-2.2645064793028773,-3.3111735025988978,-0.40864451349291997,1.9227910041809082,1.7499032020568848
-0.6516847610473633,-2.264589925805563,-3.3111496607409876,-0.40864451349291997,1.922743320465088,1.7499394416809082
-0.6517324447631836,-2.264637609521383,-3.3111615816699427,-0.40864451349291997,1.922743320465088,1.7499032020568848
-0.6518049240112305,-2.264769216577047,-3.3104265371905726,-0.4086683553508301,1.922731876373291,1.7499279975891113
-0.6518764495849609,-2.264855524102682,-3.3062501589404505,-0.4086683553508301,1.922731876373291,1.7499642372131348
-0.6518526077270508,-2.266268869439596,-3.2897160688983362,-0.4086683553508301,1.9227194786071777,1.7499394416809082
-0.6518774032592773,-2.270402570764059,-3.2645345369922083,-0.4086926740458985,1.9226832389831543,1.7499518394470215
-0.6519613265991211,-2.2759953937926234,-3.2252793947802942,-0.40871651590380864,1.9227070808410645,1.7499165534973145
-0.6519002914428711,-2.2797066173949183,-3.1796069780932825,-0.4087398809245606,1.9226832389831543,1.749880313873291
-0.6519594192504883,-2.28029265026235,-3.128671471272604,-0.40876419961962895,1.9226956367492676,1.749891757965088
-0.6519250869750977,-2.2803527317442835,-3.0743494669543665,-0.4087279599956055,1.9227194786071777,1.749819278717041
-0.651911735534668,-2.2803408108153285,-3.0215256849872034,-0.40877612054858403,1.922743320465088,1.749819278717041
-0.6519250869750977,-2.2804132900633753,-2.9683473745929163,-0.40876372278247075,1.9227070808410645,1.7486023902893066
-0.6518888473510742,-2.281492372552389,-2.920502487813131,-0.4087279599956055,1.9227070808410645,1.7474703788757324
-0.6520175933837891,-2.287624021569723,-2.879366938267843,-0.40911658227954106,1.922609806060791,1.7416062355041504
-0.6520795822143555,-2.301046987573141,-2.8418872992144983,-0.4093640607646485,1.9222626686096191,1.711927890777588
-0.6521158218383789,-2.320883890191549,-2.8093436400042933,-0.40954335153613286,1.921952724456787,1.6665444374084473
-0.6522130966186523,-2.3410593471922816,-2.7827470938311976,-0.40963156641040044,1.921952724456787,1.6270580291748047
-0.652186393737793,-2.3573461971678675,-2.75008994737734,-0.40960295618090825,1.9219765663146973,1.5925707817077637
-0.6522951126098633,-2.3629332981505335,-2.7111125628100794,-0.40965111673388677,1.9219889640808105,1.559213638305664
-0.65228271484375,-2.3630806408324183,-2.6689110437976282,-0.4096391958049317,1.9219889640808105,1.5150213241577148
-0.6525239944458008,-2.3633457622923792,-2.6193693319903772,-0.40996869028125005,1.9220128059387207,1.4626469612121582
-0.6561899185180664,-2.3634640179076136,-2.5683158079730433,-0.42016013086352544,1.9220013618469238,1.4069790840148926
-0.6672945022583008,-2.363499780694479,-2.5234273115741175,-0.43926794946704106,1.9219765663146973,1.342933177947998
-0.6836633682250977,-2.3635360203185023,-2.4813595453845423,-0.4581321042827149,1.9220013618469238,1.267568588256836
-0.6992063522338867,-2.363524099389547,-2.44714600244631,-0.46349699914965825,1.9220128059387207,1.2109065055847168
-0.7134771347045898,-2.363499780694479,-2.413031880055563,-0.4635999959758301,1.9220490455627441,1.1692376136779785
-0.7233896255493164,-2.3635479412474574,-2.3829546610461634,-0.4635999959758301,1.9219765663146973,1.1402640342712402
-0.7317342758178711,-2.3637033901610316,-2.3532341162311,-0.4635999959758301,1.9219651222229004,1.1142525672912598
-0.7353906631469727,-2.3652225933470667,-2.3269510904895228,-0.46364863336596684,1.9219765663146973,1.0896992683410645
-0.7354621887207031,-2.369000097314352,-2.3056803385363978,-0.46364863336596684,1.9219889640808105,1.0533137321472168
-0.7354745864868164,-2.371528287927145,-2.284048382435934,-0.46369679391894536,1.921952724456787,0.9964752197265625
-0.735438346862793,-2.3731137714781703,-2.2613795439349573,-0.4637206357768555,1.9220013618469238,0.9436087608337402
-0.7355461120605469,-2.373702665368551,-2.2338231245623987,-0.4638899129680176,1.9220013618469238,0.9112534523010254
-0.7355222702026367,-2.373714586297506,-2.2069276014911097,-0.46386511743579106,1.9219889640808105,0.8979916572570801
-0.7355451583862305,-2.373873373071188,-2.1789777914630335,-0.4638288778117676,1.9218792915344238,0.8792815208435059
-0.7355337142944336,-2.376791616479391,-2.1527732054339808,-0.46380455911669927,1.9207653999328613,0.8682670593261719
-0.7354364395141602,-2.383664747277731,-2.1330865065204065,-0.4637201589396973,1.9187664985656738,0.8532872200012207
-0.7355833053588867,-2.390212675134176,-2.115864102040426,-0.46381695688281255,1.9187188148498535,0.8223977088928223
-0.7354612350463867,-2.3932858906187953,-2.0975030104266565,-0.4637325567058106,1.918755054473877,0.777336597442627
